CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST04471,Male,0,Yes,No,69,Yes,Fiber optic,Month-to-month,61.58,4249.02,Yes
CUST04472,Female,0,No,Yes,46,Yes,DSL,One year,110.1,5064.6,Yes
CUST04473,Female,0,No,Yes,58,Yes,No,Month-to-month,66.39,3850.62,No
CUST04474,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,35.41,460.33,No
CUST04475,Male,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,33.86,1388.26,No
CUST04476,Male,1,Yes,No,60,Yes,DSL,Month-to-month,89.31,5358.6,No
CUST04477,Female,0,Yes,Yes,58,Yes,Fiber optic,Month-to-month,83.39,4836.62,No
CUST04478,Female,0,No,No,7,Yes,DSL,Month-to-month,90.79,635.53,No
CUST04479,Male,0,No,No,56,No,No,One year,53.88,3017.28,No
CUST04480,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,111.5,2341.5,No
CUST04481,Female,0,Yes,Yes,20,Yes,Fiber optic,One year,31.38,627.6,Yes
CUST04482,Male,1,Yes,No,27,Yes,Fiber optic,Two year,23.28,628.56,Yes
CUST04483,Male,0,No,No,48,Yes,DSL,Month-to-month,94.21,4522.08,Yes
CUST04484,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,87.71,1929.62,Yes
CUST04485,Male,0,No,No,53,Yes,Fiber optic,Month-to-month,69.36,3676.08,No
CUST04486,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,24.37,536.14,No
CUST04487,Male,0,Yes,No,67,Yes,DSL,One year,31.42,2105.14,Yes
CUST04488,Female,0,Yes,No,45,Yes,No,Month-to-month,39.53,1778.85,No
CUST04489,Male,0,No,No,67,Yes,Fiber optic,Month-to-month,83.87,5619.29,No
CUST04490,Female,0,Yes,No,27,Yes,DSL,One year,86.3,2330.1,Yes
CUST04491,Male,0,Yes,No,49,Yes,Fiber optic,One year,87.69,4296.81,Yes
CUST04492,Male,0,No,No,62,Yes,No,Month-to-month,100.3,6218.6,No
CUST04493,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,22.48,202.32,Yes
CUST04494,Female,0,Yes,No,36,Yes,DSL,Month-to-month,84.33,3035.88,No
CUST04495,Female,1,No,Yes,12,Yes,Fiber optic,Month-to-month,45.16,541.92,Yes
CUST04496,Female,0,Yes,No,69,Yes,DSL,Month-to-month,77.1,5319.9,No
CUST04497,Male,0,No,Yes,29,Yes,Fiber optic,One year,93.79,2719.91,Yes
CUST04498,Female,0,Yes,No,71,Yes,Fiber optic,Month-to-month,92.0,6532.0,No
CUST04499,Female,0,Yes,No,10,Yes,DSL,One year,48.79,487.9,No
CUST04500,Female,0,No,No,0,Yes,DSL,Month-to-month,55.53,0.0,No
CUST04501,Male,0,Yes,No,17,No,DSL,Month-to-month,111.73,1899.41,Yes
CUST04502,Male,0,No,Yes,10,Yes,DSL,Month-to-month,104.89,1048.9,Yes
CUST04503,Female,0,Yes,No,9,Yes,DSL,Month-to-month,45.7,411.3,No
CUST04504,Female,0,No,No,47,Yes,No,Two year,78.7,3698.9,No
CUST04505,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,30.73,1843.8,No
CUST04506,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,85.39,768.51,No
CUST04507,Male,0,Yes,No,59,Yes,DSL,Month-to-month,82.14,4846.26,No
CUST04508,Female,0,Yes,No,21,No,DSL,One year,46.39,974.19,No
CUST04509,Male,0,Yes,Yes,8,No,DSL,One year,62.18,497.44,No
CUST04510,Female,1,No,No,14,Yes,Fiber optic,One year,98.23,1375.22,No
CUST04511,Female,0,Yes,No,36,Yes,Fiber optic,Month-to-month,45.54,1639.44,No
CUST04512,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,96.84,6681.96,Yes
CUST04513,Female,0,No,No,43,Yes,DSL,Month-to-month,51.64,2220.52,Yes
CUST04514,Female,0,Yes,Yes,68,Yes,DSL,Two year,103.96,7069.28,No
CUST04515,Female,0,Yes,No,2,Yes,Fiber optic,Two year,23.05,46.1,No
CUST04516,Female,0,Yes,No,9,Yes,DSL,Month-to-month,45.81,412.29,No
CUST04517,Male,0,No,Yes,3,Yes,DSL,Month-to-month,37.76,113.28,Yes
CUST04518,Female,0,Yes,Yes,55,Yes,DSL,Month-to-month,109.06,5998.3,No
CUST04519,Female,0,Yes,Yes,39,Yes,Fiber optic,Month-to-month,62.85,2451.15,No
CUST04520,Male,0,Yes,No,32,Yes,No,Month-to-month,74.56,2385.92,No
CUST04521,Female,0,Yes,No,32,Yes,DSL,One year,44.21,1414.72,No
CUST04522,Male,0,Yes,No,59,Yes,Fiber optic,Month-to-month,32.84,1937.56,No
CUST04523,Female,1,Yes,No,20,No,Fiber optic,One year,79.82,1596.4,Yes
CUST04524,Female,0,No,No,68,Yes,No,Month-to-month,48.33,3286.44,No
CUST04525,Female,0,Yes,No,44,Yes,Fiber optic,Two year,112.89,4967.16,No
CUST04526,Male,0,No,No,56,Yes,No,Two year,67.63,3787.28,No
CUST04527,Male,0,No,No,39,Yes,Fiber optic,Two year,33.82,1318.98,No
CUST04528,Female,0,Yes,Yes,63,Yes,Fiber optic,Month-to-month,22.38,1409.94,No
CUST04529,Male,1,Yes,Yes,9,Yes,Fiber optic,One year,43.23,389.07,No
CUST04530,Female,0,No,No,65,Yes,No,One year,51.99,3379.35,No
CUST04531,Male,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,40.7,2604.8,Yes
CUST04532,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,56.56,1640.24,No
CUST04533,Male,0,Yes,Yes,34,Yes,DSL,Two year,107.9,3668.6,No
CUST04534,Female,0,Yes,No,52,Yes,Fiber optic,One year,24.8,1289.6,No
CUST04535,Male,0,No,No,38,Yes,Fiber optic,Month-to-month,100.12,3804.56,Yes
CUST04536,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,62.58,1314.18,No
CUST04537,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,110.64,7302.24,Yes
CUST04538,Male,0,Yes,Yes,69,Yes,DSL,Month-to-month,86.71,5982.99,No
CUST04539,Female,0,No,Yes,66,Yes,Fiber optic,Two year,36.49,2408.34,No
CUST04540,Female,0,No,No,16,Yes,DSL,Month-to-month,115.95,1855.2,No
CUST04541,Male,0,No,No,18,Yes,DSL,Month-to-month,35.47,638.46,No
CUST04542,Female,1,Yes,No,59,Yes,No,Month-to-month,53.63,3164.17,Yes
CUST04543,Male,0,Yes,No,71,Yes,DSL,Two year,117.88,8369.48,No
CUST04544,Female,1,Yes,Yes,50,Yes,Fiber optic,Two year,41.18,2059.0,No
CUST04545,Male,1,Yes,No,47,Yes,No,Month-to-month,83.12,3906.64,No
CUST04546,Female,0,Yes,No,56,Yes,DSL,One year,117.75,6594.0,No
CUST04547,Female,0,No,No,9,Yes,DSL,Two year,88.89,800.01,Yes
CUST04548,Male,0,No,Yes,31,Yes,Fiber optic,Month-to-month,86.28,2674.68,No
CUST04549,Male,0,Yes,No,67,Yes,DSL,Month-to-month,82.15,5504.05,No
CUST04550,Male,0,Yes,No,27,Yes,No,Month-to-month,75.55,2039.85,Yes
CUST04551,Male,0,No,No,3,Yes,DSL,Month-to-month,114.92,344.76,No
CUST04552,Male,0,No,Yes,60,Yes,No,Month-to-month,74.38,4462.8,Yes
CUST04553,Female,0,Yes,Yes,11,Yes,DSL,One year,86.33,949.63,No
CUST04554,Male,0,Yes,No,14,Yes,No,Two year,93.88,1314.32,Yes
CUST04555,Female,0,Yes,Yes,28,Yes,No,Month-to-month,72.77,2037.56,No
CUST04556,Male,0,No,No,12,No,Fiber optic,Month-to-month,108.77,1305.24,Yes
CUST04557,Female,0,No,No,37,Yes,Fiber optic,Month-to-month,22.28,824.36,No
CUST04558,Female,0,Yes,No,57,Yes,DSL,Month-to-month,59.53,3393.21,No
CUST04559,Male,0,Yes,No,34,Yes,DSL,Month-to-month,81.66,2776.44,No
CUST04560,Male,0,No,Yes,39,Yes,DSL,Month-to-month,21.9,854.1,No
CUST04561,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,113.69,454.76,No
CUST04562,Female,0,No,Yes,1,Yes,No,Month-to-month,102.64,102.64,Yes
CUST04563,Male,1,Yes,Yes,29,No,Fiber optic,Month-to-month,41.9,1215.1,No
CUST04564,Female,0,Yes,Yes,9,No,Fiber optic,Month-to-month,53.18,478.62,Yes
CUST04565,Female,1,Yes,No,37,Yes,Fiber optic,One year,87.72,3245.64,No
CUST04566,Female,0,Yes,No,58,Yes,No,Month-to-month,54.1,3137.8,No
CUST04567,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,105.68,3593.12,No
CUST04568,Female,1,No,Yes,70,Yes,No,Month-to-month,44.85,3139.5,Yes
CUST04569,Female,0,Yes,No,11,Yes,DSL,Month-to-month,101.83,1120.13,No
CUST04570,Male,0,Yes,Yes,41,Yes,DSL,Month-to-month,66.46,2724.86,No
CUST04571,Male,0,Yes,Yes,48,Yes,No,Month-to-month,65.34,3136.32,No
CUST04572,Male,0,Yes,No,66,Yes,Fiber optic,Month-to-month,36.84,2431.44,No
CUST04573,Male,0,Yes,No,32,Yes,DSL,Month-to-month,118.34,3786.88,Yes
CUST04574,Female,0,Yes,No,12,Yes,No,One year,54.48,653.76,No
CUST04575,Male,1,Yes,No,19,Yes,No,One year,40.46,768.74,No
CUST04576,Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,23.24,743.68,No
CUST04577,Female,1,Yes,No,33,Yes,No,Month-to-month,69.35,2288.55,Yes
CUST04578,Male,0,Yes,No,49,Yes,Fiber optic,Month-to-month,23.23,1138.27,Yes
CUST04579,Male,0,No,Yes,49,Yes,DSL,Month-to-month,65.54,3211.46,No
CUST04580,Female,1,No,No,8,Yes,Fiber optic,Month-to-month,110.26,882.08,No
CUST04581,Male,0,No,No,6,Yes,No,Month-to-month,69.8,418.8,Yes
CUST04582,Male,1,No,No,8,Yes,Fiber optic,Month-to-month,24.33,194.64,No
CUST04583,Female,0,Yes,No,25,Yes,No,Two year,46.44,1161.0,No
CUST04584,Female,0,No,No,1,Yes,DSL,Month-to-month,24.87,24.87,No
CUST04585,Female,1,No,No,4,Yes,Fiber optic,Month-to-month,108.2,432.8,No
CUST04586,Female,1,No,No,65,Yes,DSL,Month-to-month,44.01,2860.65,No
CUST04587,Female,0,No,No,9,No,DSL,Month-to-month,26.51,238.59,No
CUST04588,Female,0,No,Yes,30,Yes,Fiber optic,Two year,116.45,3493.5,No
CUST04589,Male,0,Yes,No,32,Yes,Fiber optic,Month-to-month,68.71,2198.72,No
CUST04590,Male,1,No,Yes,5,Yes,Fiber optic,One year,60.56,302.8,No
CUST04591,Male,0,No,No,13,Yes,No,Month-to-month,112.71,1465.23,No
CUST04592,Female,0,Yes,Yes,14,Yes,Fiber optic,One year,73.08,1023.12,No
CUST04593,Female,0,No,Yes,42,Yes,DSL,Month-to-month,48.15,2022.3,No
CUST04594,Male,0,Yes,Yes,19,Yes,No,Month-to-month,99.2,1884.8,No
CUST04595,Male,1,No,Yes,20,Yes,DSL,Two year,47.18,943.6,No
CUST04596,Male,0,Yes,Yes,63,Yes,Fiber optic,One year,64.28,4049.64,Yes
CUST04597,Female,0,Yes,No,28,Yes,DSL,Two year,100.32,2808.96,No
CUST04598,Male,0,Yes,No,58,Yes,No,Month-to-month,113.14,6562.12,Yes
CUST04599,Male,0,No,No,63,Yes,DSL,One year,80.59,5077.17,No
CUST04600,Male,0,No,No,43,Yes,Fiber optic,Month-to-month,70.48,3030.64,No
CUST04601,Female,1,Yes,No,33,Yes,Fiber optic,Month-to-month,27.62,911.46,No
CUST04602,Male,0,Yes,No,46,Yes,DSL,Month-to-month,81.7,3758.2,No
CUST04603,Male,0,Yes,No,8,No,Fiber optic,Month-to-month,52.66,421.28,No
CUST04604,Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,71.45,4215.55,No
CUST04605,Female,0,Yes,Yes,29,Yes,No,Month-to-month,94.46,2739.34,Yes
CUST04606,Female,0,Yes,No,16,No,No,Month-to-month,84.02,1344.32,No
CUST04607,Female,0,Yes,No,51,Yes,No,Month-to-month,29.69,1514.19,Yes
CUST04608,Female,0,Yes,Yes,58,Yes,Fiber optic,One year,59.72,3463.76,No
CUST04609,Male,0,Yes,No,3,Yes,DSL,Month-to-month,39.95,119.85,No
CUST04610,Male,1,Yes,Yes,39,Yes,DSL,Month-to-month,35.11,1369.29,No
CUST04611,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,42.04,252.24,No
CUST04612,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,112.07,4146.59,No
CUST04613,Female,0,No,No,31,Yes,No,One year,91.25,2828.75,No
CUST04614,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,110.81,7535.08,No
CUST04615,Male,0,No,No,66,Yes,No,Month-to-month,70.65,4662.9,No
CUST04616,Male,0,Yes,Yes,55,Yes,Fiber optic,One year,20.11,1106.05,No
CUST04617,Female,0,No,No,19,Yes,Fiber optic,One year,23.44,445.36,Yes
CUST04618,Female,1,Yes,No,63,No,DSL,Two year,34.47,2171.61,Yes
CUST04619,Female,0,Yes,No,16,Yes,DSL,One year,98.07,1569.12,No
CUST04620,Female,0,Yes,No,15,Yes,Fiber optic,One year,40.17,602.55,No
CUST04621,Male,0,No,Yes,10,Yes,Fiber optic,Two year,30.16,301.6,No
CUST04622,Female,0,Yes,No,12,Yes,DSL,Month-to-month,106.1,1273.2,Yes
CUST04623,Female,1,Yes,Yes,17,Yes,DSL,One year,42.85,728.45,Yes
CUST04624,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,70.24,913.12,No
CUST04625,Female,0,No,No,33,Yes,DSL,Two year,53.95,1780.35,No
CUST04626,Male,1,No,No,25,Yes,Fiber optic,Month-to-month,109.66,2741.5,No
CUST04627,Female,0,Yes,No,41,Yes,DSL,Month-to-month,90.48,3709.68,No
CUST04628,Female,0,Yes,No,60,No,DSL,Month-to-month,65.39,3923.4,No
CUST04629,Male,0,No,No,38,Yes,Fiber optic,One year,106.31,4039.78,Yes
CUST04630,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,92.67,92.67,No
CUST04631,Male,0,Yes,No,56,No,Fiber optic,One year,100.89,5649.84,No
CUST04632,Male,0,Yes,No,49,No,Fiber optic,Month-to-month,117.76,5770.24,No
CUST04633,Male,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,40.32,604.8,No
CUST04634,Female,0,No,No,61,Yes,No,Month-to-month,40.25,2455.25,No
CUST04635,Female,1,No,No,10,Yes,Fiber optic,Month-to-month,75.65,756.5,Yes
CUST04636,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,73.26,4542.12,Yes
CUST04637,Female,0,No,Yes,29,Yes,No,Month-to-month,106.91,3100.39,Yes
CUST04638,Female,0,No,No,53,No,DSL,Month-to-month,35.59,1886.27,Yes
CUST04639,Female,0,Yes,No,70,Yes,Fiber optic,Two year,62.5,4375.0,No
CUST04640,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,72.79,1892.54,No
CUST04641,Male,0,Yes,No,63,Yes,No,One year,66.41,4183.83,No
CUST04642,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,26.71,213.68,No
CUST04643,Male,0,No,No,71,Yes,DSL,Two year,34.79,2470.09,Yes
CUST04644,Female,0,Yes,No,1,Yes,DSL,One year,35.36,35.36,No
CUST04645,Female,0,No,Yes,48,Yes,No,One year,79.6,3820.8,No
CUST04646,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,62.89,2955.83,No
CUST04647,Male,0,No,Yes,54,Yes,DSL,Two year,37.82,2042.28,Yes
CUST04648,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,93.67,6182.22,No
CUST04649,Female,0,Yes,No,30,Yes,DSL,One year,100.3,3009.0,No
CUST04650,Male,1,No,Yes,25,Yes,DSL,One year,41.01,1025.25,No
CUST04651,Female,0,Yes,No,65,Yes,Fiber optic,Two year,92.28,5998.2,No
CUST04652,Male,0,No,No,29,No,Fiber optic,Month-to-month,26.36,764.44,Yes
CUST04653,Male,1,Yes,No,0,Yes,No,Month-to-month,105.59,0.0,No
CUST04654,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,116.27,8022.63,No
CUST04655,Female,0,Yes,Yes,21,Yes,No,Two year,35.59,747.39,No
CUST04656,Female,0,Yes,Yes,53,Yes,No,Month-to-month,98.62,5226.86,Yes
CUST04657,Female,1,No,Yes,13,Yes,DSL,Month-to-month,29.73,386.49,No
CUST04658,Male,0,No,No,13,Yes,No,Month-to-month,116.13,1509.69,Yes
CUST04659,Female,0,Yes,No,70,Yes,No,Month-to-month,65.21,4564.7,No
CUST04660,Female,1,No,No,18,No,No,Month-to-month,73.53,1323.54,No
CUST04661,Female,0,Yes,No,25,Yes,DSL,Two year,96.39,2409.75,No
CUST04662,Female,0,Yes,No,58,Yes,No,Month-to-month,44.88,2603.04,No
CUST04663,Male,0,Yes,No,21,Yes,DSL,Month-to-month,59.89,1257.69,Yes
CUST04664,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,27.0,135.0,No
CUST04665,Female,1,No,No,62,Yes,Fiber optic,One year,81.46,5050.52,No
CUST04666,Male,0,No,Yes,53,Yes,No,One year,99.93,5296.29,Yes
CUST04667,Male,0,No,No,18,Yes,Fiber optic,One year,105.18,1893.24,No
CUST04668,Male,0,No,Yes,9,Yes,Fiber optic,One year,73.64,662.76,No
CUST04669,Male,0,No,No,36,No,Fiber optic,Two year,96.58,3476.88,Yes
CUST04670,Male,0,Yes,Yes,16,No,DSL,Month-to-month,34.99,559.84,No
CUST04671,Female,0,No,Yes,54,Yes,Fiber optic,Two year,94.34,5094.36,No
CUST04672,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,20.45,81.8,No
CUST04673,Female,0,No,Yes,20,Yes,Fiber optic,Month-to-month,39.48,789.6,Yes
CUST04674,Female,1,Yes,Yes,38,Yes,DSL,Month-to-month,83.46,3171.48,No
CUST04675,Female,0,No,No,19,No,DSL,Month-to-month,52.05,988.95,No
CUST04676,Male,0,No,No,70,Yes,DSL,Month-to-month,61.06,4274.2,Yes
CUST04677,Male,1,No,No,14,Yes,No,Two year,102.61,1436.54,No
CUST04678,Male,0,No,No,52,Yes,DSL,Month-to-month,77.11,4009.72,Yes
CUST04679,Male,1,No,No,32,Yes,Fiber optic,One year,59.9,1916.8,Yes
CUST04680,Female,0,Yes,Yes,43,Yes,DSL,Two year,66.58,2862.94,No
CUST04681,Female,0,No,No,65,No,Fiber optic,Month-to-month,104.84,6814.6,No
CUST04682,Female,0,No,No,49,No,DSL,Month-to-month,68.56,3359.44,No
CUST04683,Male,0,No,Yes,31,Yes,DSL,Month-to-month,107.53,3333.43,No
CUST04684,Female,0,Yes,Yes,70,Yes,DSL,Month-to-month,44.71,3129.7,No
CUST04685,Female,0,No,No,54,Yes,Fiber optic,One year,73.38,3962.52,No
CUST04686,Female,0,No,No,27,Yes,No,Month-to-month,56.9,1536.3,No
CUST04687,Male,0,Yes,Yes,2,Yes,DSL,Month-to-month,79.13,158.26,Yes
CUST04688,Female,1,No,Yes,52,Yes,No,One year,77.55,4032.6,Yes
CUST04689,Female,0,Yes,No,41,Yes,DSL,Two year,77.13,3162.33,No
CUST04690,Male,1,No,Yes,1,Yes,DSL,Month-to-month,72.78,72.78,No
CUST04691,Female,0,Yes,No,21,Yes,DSL,One year,65.44,1374.24,No
CUST04692,Male,0,Yes,No,24,No,No,Month-to-month,111.04,2664.96,Yes
CUST04693,Female,0,Yes,No,31,Yes,Fiber optic,Two year,46.8,1450.8,No
CUST04694,Male,0,Yes,Yes,6,Yes,DSL,Month-to-month,63.4,380.4,Yes
CUST04695,Male,0,No,Yes,61,Yes,DSL,Two year,41.12,2508.32,No
CUST04696,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,53.23,1596.9,Yes
CUST04697,Female,0,Yes,No,62,Yes,DSL,Two year,44.9,2783.8,No
CUST04698,Female,0,No,No,36,Yes,DSL,Two year,86.97,3130.92,Yes
CUST04699,Male,0,No,Yes,67,Yes,No,Two year,90.76,6080.92,No
CUST04700,Male,0,Yes,Yes,8,Yes,DSL,Two year,47.67,381.36,No
CUST04701,Male,0,Yes,No,69,Yes,Fiber optic,Two year,118.36,8166.84,No
CUST04702,Male,0,No,No,45,Yes,DSL,Two year,48.42,2178.9,No
CUST04703,Male,0,Yes,No,33,No,DSL,Two year,102.84,3393.72,No
CUST04704,Male,0,No,No,59,No,No,Month-to-month,49.26,2906.34,Yes
CUST04705,Male,0,No,Yes,12,Yes,No,Two year,61.32,735.84,No
CUST04706,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,86.47,3026.45,No
CUST04707,Male,0,No,Yes,47,Yes,Fiber optic,One year,75.77,3561.19,No
CUST04708,Male,0,No,Yes,5,Yes,Fiber optic,One year,70.62,353.1,No
CUST04709,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,99.42,397.68,No
CUST04710,Male,1,No,No,64,Yes,Fiber optic,One year,90.77,5809.28,No
CUST04711,Female,0,No,Yes,49,Yes,Fiber optic,Month-to-month,111.42,5459.58,No
CUST04712,Male,0,Yes,No,23,Yes,No,One year,43.08,990.84,Yes
CUST04713,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,21.63,129.78,No
CUST04714,Female,0,No,Yes,57,Yes,No,Month-to-month,119.99,6839.43,Yes
CUST04715,Female,0,Yes,No,20,Yes,DSL,Two year,48.34,966.8,No
CUST04716,Male,0,No,No,32,Yes,DSL,Two year,24.29,777.28,Yes
CUST04717,Female,0,No,No,43,Yes,Fiber optic,Two year,44.73,1923.39,Yes
CUST04718,Male,0,No,No,24,Yes,DSL,One year,86.88,2085.12,No
CUST04719,Female,0,No,Yes,14,Yes,Fiber optic,Month-to-month,78.81,1103.34,No
CUST04720,Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,40.67,1138.76,No
CUST04721,Male,0,No,Yes,51,No,Fiber optic,Month-to-month,38.62,1969.62,No
CUST04722,Female,0,Yes,No,16,No,DSL,Month-to-month,64.43,1030.88,Yes
CUST04723,Female,0,No,No,35,Yes,No,Month-to-month,21.35,747.25,No
CUST04724,Male,0,Yes,No,34,Yes,DSL,Two year,20.24,688.16,No
CUST04725,Female,0,No,Yes,39,Yes,No,Month-to-month,81.68,3185.52,Yes
CUST04726,Male,0,Yes,No,22,Yes,DSL,One year,52.53,1155.66,No
CUST04727,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,22.39,738.87,No
CUST04728,Male,0,No,No,57,Yes,No,One year,65.98,3760.86,No
CUST04729,Female,0,No,No,60,Yes,No,Month-to-month,113.56,6813.6,Yes
CUST04730,Male,0,Yes,Yes,27,Yes,No,Two year,45.49,1228.23,No
CUST04731,Male,0,Yes,No,59,Yes,No,Month-to-month,45.11,2661.49,No
CUST04732,Male,0,Yes,No,31,Yes,Fiber optic,One year,66.8,2070.8,No
CUST04733,Male,0,Yes,No,57,Yes,Fiber optic,One year,34.85,1986.45,No
CUST04734,Female,0,Yes,No,43,Yes,Fiber optic,One year,83.79,3602.97,Yes
CUST04735,Female,0,Yes,No,33,Yes,No,Month-to-month,103.93,3429.69,No
CUST04736,Female,0,No,No,20,Yes,No,Two year,39.45,789.0,No
CUST04737,Female,1,No,No,0,No,Fiber optic,Two year,85.87,0.0,No
CUST04738,Male,0,Yes,Yes,54,Yes,Fiber optic,Two year,108.8,5875.2,No
CUST04739,Male,0,Yes,No,48,Yes,Fiber optic,Month-to-month,110.31,5294.88,No
CUST04740,Male,0,No,No,20,Yes,No,One year,75.29,1505.8,Yes
CUST04741,Male,0,Yes,Yes,54,Yes,DSL,Month-to-month,35.23,1902.42,No
CUST04742,Male,0,Yes,No,26,Yes,DSL,Month-to-month,85.92,2233.92,No
CUST04743,Male,0,No,No,19,Yes,No,One year,93.48,1776.12,Yes
CUST04744,Female,0,No,No,15,Yes,Fiber optic,One year,95.43,1431.45,No
CUST04745,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,113.43,5331.21,Yes
CUST04746,Male,0,No,No,31,Yes,No,Month-to-month,81.53,2527.43,No
CUST04747,Male,0,Yes,Yes,31,Yes,No,One year,66.61,2064.91,No
CUST04748,Female,0,No,No,52,Yes,DSL,Two year,70.26,3653.52,No
CUST04749,Male,0,Yes,Yes,52,Yes,DSL,Two year,52.15,2711.8,No
CUST04750,Male,0,Yes,Yes,1,Yes,Fiber optic,Two year,25.73,25.73,No
CUST04751,Male,0,Yes,Yes,56,Yes,Fiber optic,Month-to-month,91.75,5138.0,No
CUST04752,Female,0,Yes,No,21,Yes,DSL,Month-to-month,21.98,461.58,No
CUST04753,Male,0,No,No,51,Yes,No,Month-to-month,26.41,1346.91,Yes
CUST04754,Male,0,No,No,57,Yes,Fiber optic,Month-to-month,53.41,3044.37,No
CUST04755,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,113.11,3732.63,No
CUST04756,Male,0,Yes,Yes,70,Yes,No,Month-to-month,68.31,4781.7,Yes
CUST04757,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,41.52,664.32,No
CUST04758,Male,0,Yes,No,71,Yes,DSL,One year,109.7,7788.7,No
CUST04759,Female,0,Yes,Yes,22,No,DSL,Month-to-month,77.17,1697.74,No
CUST04760,Male,0,No,No,32,Yes,DSL,Month-to-month,56.98,1823.36,No
CUST04761,Male,0,No,Yes,28,Yes,No,Month-to-month,91.57,2563.96,No
CUST04762,Female,0,Yes,No,18,Yes,DSL,Month-to-month,64.11,1153.98,No
CUST04763,Male,0,Yes,No,68,Yes,Fiber optic,One year,93.0,6324.0,No
CUST04764,Male,1,No,No,36,Yes,Fiber optic,Month-to-month,41.84,1506.24,No
CUST04765,Female,0,No,Yes,25,No,DSL,Month-to-month,35.02,875.5,No
CUST04766,Male,0,No,No,23,Yes,Fiber optic,One year,66.09,1520.07,No
CUST04767,Female,0,No,No,53,Yes,DSL,Month-to-month,51.96,2753.88,No
CUST04768,Male,0,No,No,20,Yes,DSL,One year,80.52,1610.4,No
CUST04769,Female,0,Yes,No,9,Yes,No,Month-to-month,98.88,889.92,No
CUST04770,Male,0,Yes,No,41,No,DSL,Month-to-month,110.15,4516.15,Yes
CUST04771,Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,96.05,2689.4,Yes
CUST04772,Female,0,No,Yes,56,Yes,No,Month-to-month,54.17,3033.52,No
CUST04773,Male,0,Yes,No,34,Yes,DSL,Month-to-month,92.74,3153.16,Yes
CUST04774,Female,0,No,No,27,Yes,DSL,Month-to-month,72.99,1970.73,No
CUST04775,Female,0,No,Yes,11,Yes,Fiber optic,Month-to-month,110.61,1216.71,No
CUST04776,Female,0,No,Yes,57,Yes,Fiber optic,One year,90.69,5169.33,No
CUST04777,Male,0,Yes,Yes,43,Yes,DSL,Month-to-month,35.02,1505.86,No
CUST04778,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,27.81,166.86,No
CUST04779,Male,0,Yes,No,15,No,No,Two year,74.38,1115.7,No
CUST04780,Female,0,Yes,No,34,Yes,DSL,Month-to-month,56.5,1921.0,No
CUST04781,Female,0,No,No,6,Yes,DSL,Month-to-month,36.81,220.86,No
CUST04782,Female,0,No,No,13,Yes,DSL,Two year,99.77,1297.01,No
CUST04783,Male,0,Yes,No,58,Yes,Fiber optic,Month-to-month,57.54,3337.32,No
CUST04784,Female,0,Yes,Yes,61,Yes,No,Two year,28.6,1744.6,No
CUST04785,Male,0,No,Yes,65,Yes,No,Month-to-month,46.23,3004.95,No
